,author,title,body,date,rating,helpful
4560,,Weather,Just wanted one,2018-10-29,5,1
4561,,Love it,I absolutely love it,2018-10-29,5,1
4562,,Item as described,Item as described,2018-10-29,5,1
4563,,Love love love,Love love love it!!!!,2018-10-29,5,1
4564,,Easy yo use,Love it,2018-10-29,5,1
4565,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4566,,good price,It is what i was looking,2018-10-29,5,1
4567,,Ease of use.,Continuous improvement,2018-10-29,5,1
4568,,Five Stars,Good item,2018-10-29,5,1
4569,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4570,,Weather,Just wanted one,2018-10-29,5,0
4571,,Love it,I absolutely love it,2018-10-29,5,0
4572,,Item as described,Item as described,2018-10-29,5,0
4573,,Love love love,Love love love it!!!!,2018-10-29,5,0
4574,,Easy yo use,Love it,2018-10-29,5,0
4575,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4576,,good price,It is what i was looking,2018-10-29,5,0
4577,,Ease of use.,Continuous improvement,2018-10-29,5,0
4578,,Five Stars,Good item,2018-10-29,5,0
4579,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4580,,Weather,Just wanted one,2018-10-29,5,0
4581,,Love it,I absolutely love it,2018-10-29,5,0
4582,,Item as described,Item as described,2018-10-29,5,0
4583,,Love love love,Love love love it!!!!,2018-10-29,5,0
4584,,Easy yo use,Love it,2018-10-29,5,0
4585,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4586,,good price,It is what i was looking,2018-10-29,5,0
4587,,Ease of use.,Continuous improvement,2018-10-29,5,0
4588,,Five Stars,Good item,2018-10-29,5,0
4589,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4590,,Weather,Just wanted one,2018-10-29,5,1
4591,,Love it,I absolutely love it,2018-10-29,5,1
4592,,Item as described,Item as described,2018-10-29,5,1
4593,,Love love love,Love love love it!!!!,2018-10-29,5,1
4594,,Easy yo use,Love it,2018-10-29,5,1
4595,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4596,,good price,It is what i was looking,2018-10-29,5,1
4597,,Ease of use.,Continuous improvement,2018-10-29,5,1
4598,,Five Stars,Good item,2018-10-29,5,1
4599,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4600,,Weather,Just wanted one,2018-10-29,5,0
4601,,Love it,I absolutely love it,2018-10-29,5,0
4602,,Item as described,Item as described,2018-10-29,5,0
4603,,Love love love,Love love love it!!!!,2018-10-29,5,0
4604,,Easy yo use,Love it,2018-10-29,5,0
4605,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4606,,good price,It is what i was looking,2018-10-29,5,0
4607,,Ease of use.,Continuous improvement,2018-10-29,5,0
4608,,Five Stars,Good item,2018-10-29,5,0
4609,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4610,,Weather,Just wanted one,2018-10-29,5,1
4611,,Love it,I absolutely love it,2018-10-29,5,1
4612,,Item as described,Item as described,2018-10-29,5,1
4613,,Love love love,Love love love it!!!!,2018-10-29,5,1
4614,,Easy yo use,Love it,2018-10-29,5,1
4615,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4616,,good price,It is what i was looking,2018-10-29,5,1
4617,,Ease of use.,Continuous improvement,2018-10-29,5,1
4618,,Five Stars,Good item,2018-10-29,5,1
4619,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4620,,Love it,I absolutely love it,2018-10-29,5,0
4621,,Item as described,Item as described,2018-10-29,5,0
4622,,Love love love,Love love love it!!!!,2018-10-29,5,0
4623,,Easy yo use,Love it,2018-10-29,5,0
4624,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4625,,good price,It is what i was looking,2018-10-29,5,0
4626,,Ease of use.,Continuous improvement,2018-10-29,5,0
4627,,Five Stars,Good item,2018-10-29,5,0
4628,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4629,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
4630,,Weather,Just wanted one,2018-10-29,5,1
4631,,Love it,I absolutely love it,2018-10-29,5,1
4632,,Item as described,Item as described,2018-10-29,5,1
4633,,Love love love,Love love love it!!!!,2018-10-29,5,1
4634,,Easy yo use,Love it,2018-10-29,5,1
4635,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4636,,good price,It is what i was looking,2018-10-29,5,1
4637,,Ease of use.,Continuous improvement,2018-10-29,5,1
4638,,Five Stars,Good item,2018-10-29,5,1
4639,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4640,,Weather,Just wanted one,2018-10-29,5,0
4641,,Love it,I absolutely love it,2018-10-29,5,0
4642,,Item as described,Item as described,2018-10-29,5,0
4643,,Love love love,Love love love it!!!!,2018-10-29,5,0
4644,,Easy yo use,Love it,2018-10-29,5,0
4645,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4646,,good price,It is what i was looking,2018-10-29,5,0
4647,,Ease of use.,Continuous improvement,2018-10-29,5,0
4648,,Five Stars,Good item,2018-10-29,5,0
4649,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4650,,Weather,Just wanted one,2018-10-29,5,0
4651,,Love it,I absolutely love it,2018-10-29,5,0
4652,,Item as described,Item as described,2018-10-29,5,0
4653,,Love love love,Love love love it!!!!,2018-10-29,5,0
4654,,Easy yo use,Love it,2018-10-29,5,0
4655,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4656,,good price,It is what i was looking,2018-10-29,5,0
4657,,Ease of use.,Continuous improvement,2018-10-29,5,0
4658,,Five Stars,Good item,2018-10-29,5,0
4659,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4660,,Weather,Just wanted one,2018-10-29,5,0
4661,,Love it,I absolutely love it,2018-10-29,5,0
4662,,Item as described,Item as described,2018-10-29,5,0
4663,,Love love love,Love love love it!!!!,2018-10-29,5,0
4664,,Easy yo use,Love it,2018-10-29,5,0
4665,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4666,,good price,It is what i was looking,2018-10-29,5,0
4667,,Ease of use.,Continuous improvement,2018-10-29,5,0
4668,,Five Stars,Good item,2018-10-29,5,0
4669,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4670,,Love it,I absolutely love it,2018-10-29,5,0
4671,,Item as described,Item as described,2018-10-29,5,0
4672,,Love love love,Love love love it!!!!,2018-10-29,5,0
4673,,Easy yo use,Love it,2018-10-29,5,0
4674,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4675,,good price,It is what i was looking,2018-10-29,5,0
4676,,Ease of use.,Continuous improvement,2018-10-29,5,0
4677,,Five Stars,Good item,2018-10-29,5,0
4678,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4679,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
4680,,Weather,Just wanted one,2018-10-29,5,0
4681,,Love it,I absolutely love it,2018-10-29,5,0
4682,,Item as described,Item as described,2018-10-29,5,0
4683,,Love love love,Love love love it!!!!,2018-10-29,5,0
4684,,Easy yo use,Love it,2018-10-29,5,0
4685,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4686,,good price,It is what i was looking,2018-10-29,5,0
4687,,Ease of use.,Continuous improvement,2018-10-29,5,0
4688,,Five Stars,Good item,2018-10-29,5,0
4689,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4690,,Weather,Just wanted one,2018-10-29,5,0
4691,,Love it,I absolutely love it,2018-10-29,5,0
4692,,Item as described,Item as described,2018-10-29,5,0
4693,,Love love love,Love love love it!!!!,2018-10-29,5,0
4694,,Easy yo use,Love it,2018-10-29,5,0
4695,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4696,,good price,It is what i was looking,2018-10-29,5,0
4697,,Ease of use.,Continuous improvement,2018-10-29,5,0
4698,,Five Stars,Good item,2018-10-29,5,0
4699,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4700,,Weather,Just wanted one,2018-10-29,5,0
4701,,Love it,I absolutely love it,2018-10-29,5,0
4702,,Item as described,Item as described,2018-10-29,5,0
4703,,Love love love,Love love love it!!!!,2018-10-29,5,0
4704,,Easy yo use,Love it,2018-10-29,5,0
4705,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4706,,good price,It is what i was looking,2018-10-29,5,0
4707,,Ease of use.,Continuous improvement,2018-10-29,5,0
4708,,Five Stars,Good item,2018-10-29,5,0
4709,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4710,,Weather,Just wanted one,2018-10-29,5,0
4711,,Love it,I absolutely love it,2018-10-29,5,0
4712,,Item as described,Item as described,2018-10-29,5,0
4713,,Love love love,Love love love it!!!!,2018-10-29,5,0
4714,,Easy yo use,Love it,2018-10-29,5,0
4715,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4716,,good price,It is what i was looking,2018-10-29,5,0
4717,,Ease of use.,Continuous improvement,2018-10-29,5,0
4718,,Five Stars,Good item,2018-10-29,5,0
4719,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4720,,Weather,Just wanted one,2018-10-29,5,0
4721,,Love it,I absolutely love it,2018-10-29,5,0
4722,,Item as described,Item as described,2018-10-29,5,0
4723,,Love love love,Love love love it!!!!,2018-10-29,5,0
4724,,Easy yo use,Love it,2018-10-29,5,0
4725,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4726,,good price,It is what i was looking,2018-10-29,5,0
4727,,Ease of use.,Continuous improvement,2018-10-29,5,0
4728,,Five Stars,Good item,2018-10-29,5,0
4729,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4730,,Weather,Just wanted one,2018-10-29,5,0
4731,,Love it,I absolutely love it,2018-10-29,5,0
4732,,Item as described,Item as described,2018-10-29,5,0
4733,,Love love love,Love love love it!!!!,2018-10-29,5,0
4734,,Easy yo use,Love it,2018-10-29,5,0
4735,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4736,,good price,It is what i was looking,2018-10-29,5,0
4737,,Ease of use.,Continuous improvement,2018-10-29,5,0
4738,,Five Stars,Good item,2018-10-29,5,0
4739,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4740,,Love it,I absolutely love it,2018-10-29,5,0
4741,,Item as described,Item as described,2018-10-29,5,0
4742,,Love love love,Love love love it!!!!,2018-10-29,5,0
4743,,Easy yo use,Love it,2018-10-29,5,0
4744,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4745,,good price,It is what i was looking,2018-10-29,5,0
4746,,Ease of use.,Continuous improvement,2018-10-29,5,0
4747,,Five Stars,Good item,2018-10-29,5,0
4748,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4749,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
4750,,Weather,Just wanted one,2018-10-29,5,1
4751,,Love it,I absolutely love it,2018-10-29,5,1
4752,,Item as described,Item as described,2018-10-29,5,1
4753,,Love love love,Love love love it!!!!,2018-10-29,5,1
4754,,Easy yo use,Love it,2018-10-29,5,1
4755,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4756,,good price,It is what i was looking,2018-10-29,5,1
4757,,Ease of use.,Continuous improvement,2018-10-29,5,1
4758,,Five Stars,Good item,2018-10-29,5,1
4759,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4760,,Weather,Just wanted one,2018-10-29,5,1
4761,,Love it,I absolutely love it,2018-10-29,5,1
4762,,Item as described,Item as described,2018-10-29,5,1
4763,,Love love love,Love love love it!!!!,2018-10-29,5,1
4764,,Easy yo use,Love it,2018-10-29,5,1
4765,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4766,,good price,It is what i was looking,2018-10-29,5,1
4767,,Ease of use.,Continuous improvement,2018-10-29,5,1
4768,,Five Stars,Good item,2018-10-29,5,1
4769,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4770,,Weather,Just wanted one,2018-10-29,5,0
4771,,Love it,I absolutely love it,2018-10-29,5,0
4772,,Item as described,Item as described,2018-10-29,5,0
4773,,Love love love,Love love love it!!!!,2018-10-29,5,0
4774,,Easy yo use,Love it,2018-10-29,5,0
4775,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4776,,good price,It is what i was looking,2018-10-29,5,0
4777,,Ease of use.,Continuous improvement,2018-10-29,5,0
4778,,Five Stars,Good item,2018-10-29,5,0
4779,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4780,,Weather,Just wanted one,2018-10-29,5,1
4781,,Love it,I absolutely love it,2018-10-29,5,1
4782,,Item as described,Item as described,2018-10-29,5,1
4783,,Love love love,Love love love it!!!!,2018-10-29,5,1
4784,,Easy yo use,Love it,2018-10-29,5,1
4785,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4786,,good price,It is what i was looking,2018-10-29,5,1
4787,,Ease of use.,Continuous improvement,2018-10-29,5,1
4788,,Five Stars,Good item,2018-10-29,5,1
4789,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4790,,Weather,Just wanted one,2018-10-29,5,0
4791,,Love it,I absolutely love it,2018-10-29,5,0
4792,,Item as described,Item as described,2018-10-29,5,0
4793,,Love love love,Love love love it!!!!,2018-10-29,5,0
4794,,Easy yo use,Love it,2018-10-29,5,0
4795,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4796,,good price,It is what i was looking,2018-10-29,5,0
4797,,Ease of use.,Continuous improvement,2018-10-29,5,0
